X,Y,OBJECTID,Num,ARFVTP_ID,Agreement_Number,Project_Number,Recipient_Contractor,Project_Title,Project_Amount,Project_Type,Fuel_Type,Supply_Chain_Phase,RDD_D_Phase,Status,Project_Address,Project_City,Project_State,Project_Zip,Full_Address,Latitude,Longitude,Confidence,County,Senate_District,Senate_Sort,Assembly_District,Air_District,Electric_Service_Area,Disadvantaged_Community_OEHHA,Disadvantaged_Community_SB535,Low_Income_SB535,CES_Score,CES_Percentile,CES_Percentile_Range,Assembly_Sort,Project_Location,LowIncome_SB1000,Fiscal_Year,DAC_OEHHA__and_LIC_SB1000_,DAC_CARB__LIC_CARB_,Disadvantaged_Community_CES3,Disadvantaged_Community_CES4
-13628618.1661,4525912.5201,9894,,,ARV-10-032,38,ABAG,Bay Area EV Corridor Project: Phase I EVSE Development,29065.2967805,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,701 Shelter Creek Ln,San Bruno,CA,94066,"701 Shelter Creek Ln, San Bruno CA 94066",37.6202117,-122.42796,High,San Mateo,State Senate District 13,13,State Assembly District 21,Bay Area,Pacific Gas & Electric Company,NO,No,Yes,14.1170603064067,23.3358547655068,,,Low Income,Yes,,,,NO,NO
-13180356.6513,4021150.6562,9895,,,ARV-13-045,8,LADWP,Recharge in LA,75630.1386555,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,701 World Way,Los Angeles,CA,90045,"701 World Way, Los Angeles CA 90045",33.9429983,-118.4011583,High,Los Angeles,State Senate District 35,35,State Assembly District 61,South Coast,Los Angeles Department of Water & Power,NO,Yes,No,,,,,Disadvantaged Community,No,,,,NO,NO
-13043008.9604,3864447.4452,9896,,,ARV-09-005,113,Blink Acquisition,Nissan Electric Vehicle Demonstration and Vehicle Infrastructure Evaluation,13697.0444307,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,7017 Friars Rd,San Diego,CA,92108,"7017 Friars Rd, San Diego CA 92108",32.767224,-117.167343,High,San Diego,State Senate District 38,38,State Assembly District 78,San Diego,San Diego Gas & Electric,NO,No,No,20.1876904224231,37.9601613716591,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13041960.5534,3858239.5572,9897,,,ARV-12-024,3,ChargePoint,MultiCharge San Diego - Chargepoint (formerly Coulomb Technologies),4636.58009346,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,702 Ash St,San Diego,CA,92101,"702 Ash St, San Diego CA 92101",32.720319,-117.157925,High,San Diego,State Senate District 39,39,State Assembly District 77,San Diego,San Diego Gas & Electric,NO,No,No,22.8155108053729,43.9989914271306,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13500950.9628,4574124.45,9898,,,,F-00257,CALeVIP Recipient,CALeVIP,40000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,702 N Aurora St,Stockton,CA,95202,"702 N Aurora St, Stockton CA 95202",37.962463,-121.281106,High,San Joaquin,State Senate District 5,5,State Assembly District 13,San Joaquin Valley Unified,Pacific Gas & Electric Company,YES,Yes,Yes,53.9191712677638,91.5784165405951,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13247298.6048,4211245.244,9899,,,ARV-15-019,1,Kern County Superintendent of Schools,Kern CNG Portable Refueling Program,478385.93,Natural Gas Fueling Infrastructure,Natural Gas,Local Infra,Deployment,Complete,705 South Union Ave,Bakersfield,CA,93307,"705 South Union Ave, Bakersfield CA 93307",35.3477886,-119.0025081,High,Kern,State Senate District 16,16,State Assembly District 35,San Joaquin Valley Unified,Pacific Gas & Electric Company,YES,Yes,Yes,73.3573878764578,99.5335350479072,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13247298.6048,4211245.244,9900,,,ARV-19-050,,Kern County Office of Education,Electric School Bus and Charging Infrastructure,180000,MD/HD ZEV Infrastructure,Electric,Local Infra,Deployment,Active,705 South Union Avenue,Bakersfield,CA,93307,"705 South Union Avenue, Bakersfield CA 93307",35.3477886,-119.0025081,High,Kern,State Senate District 16,16,State Assembly District 35,San Joaquin Valley Unified,Pacific Gas & Electric Company,YES,Yes,Yes,73.3573878764578,99.5335350479072,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13516553.28,4656542.7418,9901,,,ARV-19-004,,Sacramento City Unified School District,Electric School Bus and Charging Infrastructure,360000,MD/HD ZEV Infrastructure,Electric,Local Infra,Deployment,Active,7050 San Joaquin St. ,Sacramento,CA,95820,"7050 San Joaquin St. , Sacramento CA 95820",38.543862,-121.421264,High,Sacramento,State Senate District 8,8,State Assembly District 10,Sacramento Metro,Sacramento Municipal Utility District,NO,No,No,36.7878543414423,70.2849218356026,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13182367.0702,4021129.3878,9902,,,ARV-11-012,5,Electricore,Electricore Consortium Alternative and Renewable Fuel Truck Pre-Commercial Demonstration Program,327489.84,Medium- & Heavy- Duty Advanced Vehicle Technology Demonstration,Electric,Vehicles,Demonstration,Complete,7051 World Way W,Los Angeles,CA,90045,"7051 World Way W, Los Angeles CA 90045",33.9428398,-118.4192182,High,Los Angeles,State Senate District 35,35,State Assembly District 61,South Coast,Los Angeles Department of Water & Power,NO,Yes,No,,,,,Disadvantaged Community,No,,,,NO,NO
-13147674.9075,3993993.646,9903,,,ARV-09-007,1332,ChargePoint,No City Left Behind,4795.78947368,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,706 Ocean Ave,Seal Beach,CA,90740,"706 Ocean Ave, Seal Beach CA 90740",33.740374,-118.1075732,High,Orange,State Senate District 36,36,State Assembly District 72,South Coast,Southern California Edison,NO,No,No,10.5334806057509,14.2334846192637,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13526384.0155,4662094.6274,9904,,,ARV-09-007,1347,ChargePoint,No City Left Behind,4795.78947368,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,707 3rd St,West Sacramento,CA,95605,"707 3rd St, West Sacramento CA 95605",38.582859,-121.509575,High,Yolo,State Senate District 3,3,State Assembly District 4,Yolo-Solano,Pacific Gas & Electric Company,YES,Yes,Yes,49.3696575523378,87.2667675239536,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13041967.9005,3857590.0387,9905,,,ARV-12-024,4,ChargePoint,MultiCharge San Diego - Chargepoint (formerly Coulomb Technologies),69548.7014019,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,707 Broadway,San Diego,CA,92101,"707 Broadway, San Diego CA 92101",32.71541,-117.157991,High,San Diego,State Senate District 39,39,State Assembly District 77,San Diego,San Diego Gas & Electric,NO,Yes,Yes,36.8520382790072,70.3605648008069,,,Low Income and Disadvantaged Community,Yes,,,Low Income and Disadvantaged,YES,NO
-13821279.0314,4983029.9898,9906,,,ARV-13-029,7,Redwood Coast Power Authority,North Coast Plug-In Electric Vehicle Charging Network,29383.574,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,707 L St,Eureka,CA,95501,"707 L St, Eureka CA 95501",40.800977,-124.158662,High,Humboldt,State Senate District 2,2,State Assembly District 2,North Coast Unified,Pacific Gas & Electric Company,NO,No,Yes,27.4278483713785,53.8199697428139,,,Low Income,Yes,,,,NO,NO
-13821279.0314,4983029.9898,9907,,,,D-00077,CALeVIP Recipient,CALeVIP,11999.73,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,707 L St,Eureka,CA,95501,"707 L St, Eureka CA 95501",40.800977,-124.158662,High,Humboldt,State Senate District 2,2,State Assembly District 2,North Coast Unified,Pacific Gas & Electric Company,NO,No,Yes,27.4278483713785,53.8199697428139,,,Low Income,Yes,,,,NO,NO
-13228563.5234,4069107.2675,9908,,,ARV-13-051,8,EV Alliance,Central Coast Charge Ahead Project,76688.4030769,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,7075 Campus Rd,Moorpark,CA,93021,"7075 Campus Rd, Moorpark CA 93021",34.299637,-118.834208,High,Ventura,State Senate District 27,27,State Assembly District 42,Ventura,Southern California Edison,NO,No,No,16.1000991521659,28.1265758951084,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13583983.5097,4435312.4128,9909,,,ARV-10-032,79,ABAG,Bay Area EV Corridor Project: Phase I EVSE Development,14532.6483902,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,710 Cedar St,Santa Cruz,CA,95060,"710 Cedar St, Santa Cruz CA 95060",36.97277328,-122.02700006,High,Santa Cruz,State Senate District 17,17,State Assembly District 28,Monterey Bay Unified,Pacific Gas & Electric Company,NO,No,Yes,20.4791144145058,38.666162380232,,,Low Income,Yes,,,,NO,NO
-13583983.5097,4435312.4128,9910,,,,E-00438,CALeVIP Recipient,CALeVIP,10000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,710 Cedar Street,Santa Cruz,CA,95060,"710 Cedar Street, Santa Cruz CA 95060",36.97277328,-122.02700006,High,Santa Cruz,State Senate District 17,17,State Assembly District 28,Monterey Bay Unified,Pacific Gas & Electric Company,NO,No,Yes,20.4791144145058,38.666162380232,,,Low Income,Yes,,,,NO,NO
-13716477.3191,4744103.045,9911,,,ARV-19-015,,Ukiah Unified School District,Electric School Bus and Charging Infrastructure,359999.05,MD/HD ZEV Infrastructure,Electric,Local Infra,Deployment,Complete,710 Maple Ave,Ukiah,CA,95482,"710 Maple Ave, Ukiah CA 95482",39.1564257,-123.2172122,High,Mendocino,State Senate District 2,2,State Assembly District 2,Mendocino,City of Ukiah Electric Utilities Division,NO,No,No,11.9212715407994,17.7004538577912,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13516422.5909,4637519.2953,9912,,,ARV-14-023,1,SACOG,Sacramento Regional TakeCharge Plan Implementaton: Grocery Store Fast Charge Pilot,179410.250526316,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,7101 Elk Grove Blvd,Elk Grove,CA,95758,"7101 Elk Grove Blvd, Elk Grove CA 95758",38.410079,-121.42009,High,Sacramento,State Senate District 8,8,State Assembly District 10,Sacramento Metro,Sacramento Municipal Utility District,NO,No,No,18.6567810821719,34.3923348461926,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13713842.0305,4743376.5604,9913,,,ARV-16-005,18,ChargePoint,California's Interregional Express Corridors,185554.291666667,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,711 E Perkins St,Ukiah,CA,95482,"711 E Perkins St, Ukiah CA 95482",39.151365,-123.193539,High,Mendocino,State Senate District 2,2,State Assembly District 2,Mendocino,City of Ukiah Electric Utilities Division,NO,No,Yes,33.0658126764629,64.1326273323248,,,Low Income,Yes,,,,NO,NO
-13041973.3551,3861893.6163,9914,,,ARV-09-005,111,Blink Acquisition,Nissan Electric Vehicle Demonstration and Vehicle Infrastructure Evaluation,10272.783323,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,711 University Ave,San Diego,CA,92103,"711 University Ave, San Diego CA 92103",32.747931,-117.15804,High,San Diego,State Senate District 39,39,State Assembly District 78,San Diego,San Diego Gas & Electric,NO,No,Yes,22.7675570351505,43.910741301059,,,Low Income,Yes,,,,NO,NO
-13335267.2628,4342526.946,9915,,,ARV-16-005,46,ChargePoint,California's Interregional Express Corridors,92777.1458333333,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,711 W Cinnamon Dr,Lemoore,CA,93245,"711 W Cinnamon Dr, Lemoore CA 93245",36.303961,-119.792744,High,Kings,State Senate District 16,16,State Assembly District 33,San Joaquin Valley Unified,Pacific Gas & Electric Company,NO,No,No,30.918220367945,60.4891578416541,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13335267.2628,4342526.946,9916,,,ARV-09-019,1,City of Lemoore,Lemoore CNG Fueling Station,200000,Natural Gas Fueling Infrastructure,Natural Gas,Local Infra,Deployment,Complete,711 W. Cinnamon Drive,Lemoore,CA,93245,"711 W. Cinnamon Drive, Lemoore CA 93245",36.303961,-119.792744,High,Kings,State Senate District 16,16,State Assembly District 33,San Joaquin Valley Unified,Pacific Gas & Electric Company,NO,No,No,30.918220367945,60.4891578416541,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13531146.8266,4440041.465,9917,,,ARV-16-005,40,ChargePoint,California's Interregional Express Corridors,185554.291666667,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,7110 Camino Arroyo,Gilroy,CA,95020,"7110 Camino Arroyo, Gilroy CA 95020",37.00670533,-121.55236006,High,Santa Clara,State Senate District 15,15,State Assembly District 29,Bay Area,Pacific Gas & Electric Company,YES,Yes,Yes,42.2117472659338,78.3282904689864,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13334182.933,4416815.2765,9918,,,,F-00059,CALeVIP Recipient,CALeVIP,320000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,7127 N Fresno St,Fresno,CA,93720,"7127 N Fresno St, Fresno CA 93720",36.8399067,-119.7830033,High,Fresno,State Senate District 12,12,State Assembly District 8,San Joaquin Valley Unified,Pacific Gas & Electric Company,YES,Yes,Yes,61.4958255618179,96.381744831064,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13174269.3342,4042510.0007,9919,,,,M-22552,CALeVIP Recipient,CALeVIP,120000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,7135 Hollywood Blvd,Los Angeles,,90046,"7135 Hollywood Blvd, Los Angeles  90046",34.102027,-118.346475,High,Los Angeles,State Senate District 24,24,State Assembly District 51,South Coast,Los Angeles Department of Water & Power,NO,No,Yes,31.190817692442,61.0186585980837,,,Low Income,Yes,,,,NO,NO
-13202560.8488,4055739.87,9920,,,,A-00384,CALeVIP Recipient,CALeVIP,320000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,7141 Remmet Ave,Canoga Park,CA,91303,"7141 Remmet Ave, Canoga Park CA 91303",34.200379,-118.600622,High,Los Angeles,State Senate District 20,20,State Assembly District 46,South Coast,Los Angeles Department of Water & Power,YES,Yes,Yes,53.2034285186053,91.0237014624307,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13016018.214,3838310.8826,9921,,,ARV-15-068,10,San Diego Port Tenants Association,San Diego Port Sustainable Freight Demonstration Project,503106.316363,Medium- & Heavy- Duty Advanced Vehicle Technology Demonstration,Electric,Vehicles,Demonstration,Complete,7144 Otay Mesa Road,San Diego,CA,92154,"7144 Otay Mesa Road, San Diego CA 92154",32.569577,-116.924881,High,San Diego,State Senate District 18,18,State Assembly District 75,San Diego,San Diego Gas & Electric,NO,No,No,29.3050029563245,57.4508320726172,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13042409.9168,3872002.3442,9922,,,ARV-13-048,13,Caltrans,Caltrans-Installation of EV Charging Stations,16000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,7179 Opportunity Rd,San Diego,CA,92111,"7179 Opportunity Rd, San Diego CA 92111",32.8242733,-117.1619617,High,San Diego,State Senate District 39,39,State Assembly District 78,San Diego,San Diego Gas & Electric,NO,No,No,27.1837785334888,53.416540595058,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13821828.2373,4983439.5805,9923,,,ARV-12-012,2,OurEvolution Energy & Engineering,North Coast Plug-in Electric Vehicle Infrastructure Project (NCPEVIP),15031.52,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,718 3rd St,Eureka,CA,95501,"718 3rd St, Eureka CA 95501",40.8037622,-124.1635956,High,Humboldt,State Senate District 2,2,State Assembly District 2,North Coast Unified,Pacific Gas & Electric Company,NO,No,Yes,27.4278483713785,53.8199697428139,,,Low Income,Yes,,,,NO,NO
-13136020.7364,3985780.1124,9924,,,ARV-15-053,1,Huntington Beach Union High School District,Huntington Beach Union High School District CNG Filling Station,500000,Natural Gas Fueling Infrastructure,Natural Gas,Local Infra,Deployment,Complete,7180 Yorktown Ave,Huntington Beach,CA,92648,"7180 Yorktown Ave, Huntington Beach CA 92648",33.6789965,-118.002882,High,Orange,State Senate District 36,36,State Assembly District 72,South Coast,Southern California Edison,NO,No,No,13.6855456071384,22.1759959657085,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13042178.4613,3872051.557,9925,,,ARV-13-048,14,Caltrans,Caltrans-Installation of EV Charging Stations,8000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,7183 Opportunity Rd,San Diego,CA,92111,"7183 Opportunity Rd, San Diego CA 92111",32.8246448,-117.1598825,High,San Diego,State Senate District 39,39,State Assembly District 78,San Diego,San Diego Gas & Electric,NO,No,No,27.1837785334888,53.416540595058,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13284180.4564,4244959.2683,9926,,,,F-00134,CALeVIP Recipient,CALeVIP,8000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,719 F St,Wasco,CA,93280,"719 F St, Wasco CA 93280",35.59443844,-119.33382341,High,Kern,State Senate District 16,16,State Assembly District 35,San Joaquin Valley Unified,Pacific Gas & Electric Company,YES,Yes,Yes,68.7370427475102,98.8275340393343,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13275670.9263,4231330.5992,9927,,,,F-00787,CALeVIP Recipient,CALeVIP,12000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,720 Commerce Way,Shafter,CA,93263,"720 Commerce Way, Shafter CA 93263",35.494823,-119.257381,High,Kern,State Senate District 16,16,State Assembly District 35,San Joaquin Valley Unified,Pacific Gas & Electric Company,NO,Yes,Yes,36.1654899832819,69.452849218356,,,Low Income and Disadvantaged Community,Yes,,,Low Income and Disadvantaged,YES,NO
-13551991.1719,4674687.3372,9928,,,ARV-14-033,2,Woodland Joint USD,Electric Vehicle Charging Installations,15908.8425,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,720 Homestead Way,Woodland,CA,95776,"720 Homestead Way, Woodland CA 95776",38.671233,-121.739608,High,Yolo,State Senate District 3,3,State Assembly District 4,Yolo-Solano,Pacific Gas & Electric Company,NO,No,No,19.2435231746018,35.7034795763994,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13123548.0554,3998796.0863,9929,,,,A-00655,CALeVIP Recipient,CALeVIP,280000.01,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,720 The City Dr S,Orange,CA,92868,"720 The City Dr S, Orange CA 92868",33.776241,-117.890838,High,Orange,State Senate District 34,34,State Assembly District 68,South Coast,Southern California Edison,NO,No,Yes,33.3540568351821,64.6621280887544,,,Low Income,Yes,,,,NO,NO
-13483971.9574,4538554.7724,9930,,,ARV-15-067,1,"Quantitative BioSciences, Inc.",A California grown biomethane plant that generates feed and cleans water.,2000000,Biomethane Production,Biomethane,Fuel Production,Deployment,Active,7206 Kiernan Ave,Modesto,CA,95358,"7206 Kiernan Ave, Modesto CA 95358",37.710111,-121.128581,High,Stanislaus,State Senate District 4,4,State Assembly District 9,San Joaquin Valley Unified,Modesto Irrigation District,NO,Yes,No,39.5206847725782,74.1805345436208,,,Disadvantaged Community,No,,,,YES,NO
-13324840.0774,4083457.9691,9931,,,ARV-10-001,229,ClipperCreek,Update Existing EV infrastructure To SAE-J1772tm Without Stranding Existing Drivers,11986.1555903,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,721 Cliff Dr,Santa Barbara,CA,93109,"721 Cliff Dr, Santa Barbara CA 93109",34.406066,-119.699075,High,Santa Barbara,State Senate District 21,21,State Assembly District 37,Santa Barbara,Southern California Edison,NO,No,Yes,26.2035474318238,51.3237518910741,,,Low Income,Yes,,,,NO,NO
-13019188.671,3868469.6862,9932,,,ARV-19-032,,Cajon Valley Union School District,Electric School Bus and Charging Infrastructure,60000,MD/HD ZEV Infrastructure,Electric,Local Infra,Deployment,Active,721 East Park Ave,El Cajon,CA,92020,"721 East Park Ave, El Cajon CA 92020",32.7976017,-116.9533617,High,San Diego,State Senate District 39,39,State Assembly District 79,San Diego,San Diego Gas & Electric,NO,No,Yes,35.2398366430638,67.9399899142713,,,Low Income,Yes,,,,NO,NO
-13202735.9544,4055929.2452,9933,,,,A-00388,CALeVIP Recipient,CALeVIP,320000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,7220 Jordan Ave,Canoga Park,CA,91303,"7220 Jordan Ave, Canoga Park CA 91303",34.201786,-118.602195,High,Los Angeles,State Senate District 20,20,State Assembly District 46,South Coast,Los Angeles Department of Water & Power,YES,Yes,Yes,55.0140434261839,92.5491679273828,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13524830.7747,4662247.7146,9934,,,ARV-09-007,1302,ChargePoint,No City Left Behind,14387.3684211,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,725 7th St,Sacramento,CA,95814,"725 7th St, Sacramento CA 95814",38.583934,-121.495622,High,Sacramento,State Senate District 8,8,State Assembly District 6,Sacramento Metro,Sacramento Municipal Utility District,YES,Yes,Yes,45.6785558503849,82.8290468986384,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13043177.0528,3869413.0648,9935,,,ARV-09-005,127,Blink Acquisition,Nissan Electric Vehicle Demonstration and Vehicle Infrastructure Evaluation,17121.3055384,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,7250 Mesa College Dr,San Diego,CA,92111,"7250 Mesa College Dr, San Diego CA 92111",32.804725,-117.168853,High,San Diego,State Senate District 39,39,State Assembly District 78,San Diego,San Diego Gas & Electric,NO,No,Yes,25.5806793280904,50.0378214826021,,,Low Income,Yes,,,,NO,NO
-13715132.2234,4742108.6715,9936,,,ARV-22-007,,"ChargePoint, Inc.",Charging the Road Less Travleded-Electrifying Northern California's Rural Routes,512432,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,727 S State St.,Ukiah,CA,95482,"727 S State St., Ukiah CA 95482",39.142532,-123.205129,High,Mendocino,State Senate District 2,2,State Assembly District 2,Mendocino,City of Ukiah Electric Utilities Division,NO,No,Yes,37.482966326317,71.3691376701967,,,Low Income,Yes,,,,NO,NO
-13715094.6753,4741976.0928,9937,,,ARV-22-003,,County of Mendocino,Ukiah Valley EV Charging Pilot Project,327851,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,727-747 S State St.,Ukiah,CA,95482,"727-747 S State St., Ukiah CA 95482",39.1416083,-123.2047917,Medium,Mendocino,State Senate District 2,2,State Assembly District 2,Mendocino,City of Ukiah Electric Utilities Division,NO,No,Yes,37.482966326317,71.3691376701967,,,Low Income,Yes,,,,NO,NO
-12919442.0992,4201651.342,9938,,,ARV-16-005,4,ChargePoint,California's Interregional Express Corridors,371108.583333333,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,72922 Baker Blvd,Baker,CA,92309,"72922 Baker Blvd, Baker CA 92309",35.277462,-116.057323,High,San Bernardino,State Senate District 19,19,State Assembly District 34,Mojave Desert,Southern California Edison,YES,Yes,Yes,40.2709943331208,75.4286434694907,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13233931.5719,4139256.174,9939,,,ARV-15-061,2,ChargePoint,Southern California Express Corridor Project (SC-ECP),215956.551724,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,73 Frazier Mountain Park Rd,Lebec,CA,93243,"73 Frazier Mountain Park Rd, Lebec CA 93243",34.818595,-118.88243,High,Kern,State Senate District 12,12,State Assembly District 32,San Joaquin Valley Unified,Southern California Edison,NO,No,Yes,24.1195272635769,46.9994957135653,,,Low Income,Yes,,,,NO,NO
-13182849.6179,4021058.1624,9940,,,ARV-13-045,22,LADWP,Recharge in LA,42016.7436975,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,7301 World Way W,Los Angeles,CA,90045,"7301 World Way W, Los Angeles CA 90045",33.942309,-118.423553,High,Los Angeles,State Senate District 35,35,State Assembly District 61,South Coast,Los Angeles Department of Water & Power,NO,Yes,No,,,,,Disadvantaged Community,No,,,,NO,NO
-13042372.5468,3872972.8201,9941,,,ARV-09-005,66,Blink Acquisition,Nissan Electric Vehicle Demonstration and Vehicle Infrastructure Evaluation,6848.52221535,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,7303 Clairemont Mesa Blvd,San Diego,CA,92111,"7303 Clairemont Mesa Blvd, San Diego CA 92111",32.831599,-117.161626,High,San Diego,State Senate District 39,39,State Assembly District 78,San Diego,San Diego Gas & Electric,NO,No,No,27.1837785334888,53.416540595058,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13780493.7964,4880723.6298,9942,,,ARV-22-008,,Redwood Coast Energy Authority,North Coast Plug-In Electric Vehicle Charging Network Phase 10,70000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,733 Cedar St.,Garberville,CA,95542,"733 Cedar St., Garberville CA 95542",40.101642,-123.792282,High,Humboldt,State Senate District 2,2,State Assembly District 2,North Coast Unified,Pacific Gas & Electric Company,NO,No,Yes,16.4646318266811,28.958648512355,,,Low Income,Yes,,,,NO,NO
-13626115.8152,4550497.3712,9943,,,ARV-10-032,43,ABAG,Bay Area EV Corridor Project: Phase I EVSE Development,7266.32419512,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,733 Kearny St,San Francisco,CA,94108,"733 Kearny St, San Francisco CA 94108",37.794935,-122.405481,High,San Francisco,State Senate District 11,11,State Assembly District 17,Bay Area,Pacific Gas & Electric Company,NO,No,Yes,26.7663359371117,52.5340393343419,,,Low Income,Yes,,,,NO,NO
-13037793.3083,3857296.0273,9944,,,ARV-09-005,14,Blink Acquisition,Nissan Electric Vehicle Demonstration and Vehicle Infrastructure Evaluation,6848.52221535,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,735 33rd St,San Diego,CA,92102,"735 33rd St, San Diego CA 92102",32.7131878,-117.12049,High,San Diego,State Senate District 18,18,State Assembly District 80,San Diego,San Diego Gas & Electric,NO,Yes,Yes,37.418606884339,71.2556732223903,,,Low Income and Disadvantaged Community,Yes,,,Low Income and Disadvantaged,YES,NO
-13088151.4072,4013784.8862,9945,,,ARV-14-001,1,City of Corona,Destination and Workplace Plug-In Electric Vehicle Charging in Corona,61898.87,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,735 Public Safety Way,Corona,CA,92880,"735 Public Safety Way, Corona CA 92880",33.8880882,-117.5728645,High,Riverside,State Senate District 31,31,State Assembly District 58,South Coast,Southern California Edison,YES,Yes,No,48.6564898863063,86.333837619768,,,Disadvantaged Community,No,,,,YES,YES
